,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
1370,TEN,Tenneco Inc,2020-10-29T12:30:00.000Z,BMO,0.14,,,EDT,-14400000.0,EQUITY
1371,WEX,WEX Inc,2020-10-29T12:30:00.000Z,BMO,1.74,,,EDT,-14400000.0,EQUITY
1372,PMT,PennyMac Mortgage Investment Trust,2020-10-29T10:59:00.000Z,TNS,0.79,,,EDT,-14400000.0,EQUITY
1373,SNDR,Schneider National Inc,2020-10-29T12:30:00.000Z,BMO,0.3,,,EDT,-14400000.0,EQUITY
1374,IRWD,Ironwood Pharmaceuticals Inc,2020-10-29T12:30:00.000Z,BMO,0.15,,,EDT,-14400000.0,EQUITY
1375,PSMT,PriceSmart Inc,2020-10-29T20:00:00.000Z,AMC,0.6,,,EDT,-14400000.0,EQUITY
1376,INGR,Ingredion Inc,2020-10-29T12:30:00.000Z,BMO,1.48,,,EDT,-14400000.0,EQUITY
1377,MSCI,MSCI Inc,2020-10-29T12:30:00.000Z,BMO,1.8,,,EDT,-14400000.0,EQUITY
1378,PINS,Pinterest Inc,2020-10-29T20:00:00.000Z,AMC,0.02,,,EDT,-14400000.0,EQUITY
1379,TWTR,Twitter Inc,2020-10-29T12:30:00.000Z,BMO,0.05,,,EDT,-14400000.0,EQUITY
1380,NTCT,Netscout Systems Inc,2020-10-29T12:30:00.000Z,BMO,0.29,,,EDT,-14400000.0,EQUITY
1381,PDFS,PDF Solutions Inc,2020-10-29T10:59:00.000Z,TNS,0.03,,,EDT,-14400000.0,EQUITY
1382,STAR,iStar Inc,2020-10-29T12:30:00.000Z,BMO,0.05,,,EDT,-14400000.0,EQUITY
1383,IDXX,IDEXX Laboratories Inc,2020-10-29T12:30:00.000Z,BMO,1.4,,,EDT,-14400000.0,EQUITY
1384,IRM,Iron Mountain Inc,2020-10-29T12:30:00.000Z,BMO,0.25,,,EDT,-14400000.0,EQUITY
1385,PWR,Quanta Services Inc,2020-10-29T12:30:00.000Z,BMO,1.09,,,EDT,-14400000.0,EQUITY
1386,WCC,Wesco International Inc,2020-10-29T12:30:00.000Z,BMO,1.36,,,EDT,-14400000.0,EQUITY
1387,XYL,Xylem Inc,2020-10-29T10:59:00.000Z,TNS,0.5,,,EDT,-14400000.0,EQUITY
1388,IDA,Idacorp Inc,2020-10-29T12:30:00.000Z,BMO,1.87,,,EDT,-14400000.0,EQUITY
1389,MTZ,MasTec Inc,2020-10-29T20:00:00.000Z,AMC,1.67,,,EDT,-14400000.0,EQUITY
1390,TARA,Protara Therapeutics Inc,2020-10-29T10:59:00.000Z,TNS,-1.06,,,EDT,-14400000.0,EQUITY
1391,LTC,LTC Properties Inc,2020-10-29T10:59:00.000Z,TNS,0.48,,,EDT,-14400000.0,EQUITY
1392,MPW,Medical Properties Trust Inc,2020-10-29T12:30:00.000Z,BMO,0.26,,,EDT,-14400000.0,EQUITY
1393,MERC,Mercer International Inc,2020-10-29T20:00:00.000Z,AMC,-0.1,,,EDT,-14400000.0,EQUITY
1394,SOI,Solaris Oilfield Infrastructure Inc,2020-10-29T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
1395,LAZ,Lazard Ltd,2020-10-29T12:30:00.000Z,BMO,0.4,,,EDT,-14400000.0,EQUITY
1396,MMP,Magellan Midstream Partners LP,2020-10-29T12:30:00.000Z,BMO,0.85,,,EDT,-14400000.0,EQUITY
1397,PBFX,PBF Logistics LP,2020-10-29T12:30:00.000Z,BMO,0.59,,,EDT,-14400000.0,EQUITY
1398,NMM,Navios Maritime Partners LP,2020-10-29T12:30:00.000Z,BMO,0.34,,,EDT,-14400000.0,EQUITY
1399,SHLX,Shell Midstream Partners LP,2020-10-29T10:59:00.000Z,TNS,0.35,,,EDT,-14400000.0,EQUITY
1400,MPLX,MPLX LP,2020-10-29T12:30:00.000Z,BMO,0.56,,,EDT,-14400000.0,EQUITY
1401,SILC,Silicom Ltd,2020-10-29T12:30:00.000Z,BMO,0.35,,,EDT,-14400000.0,EQUITY
1402,TPL,Texas Pacific Land Trust,2020-10-29T10:59:00.000Z,TNS,3.92,,,EDT,-14400000.0,EQUITY
1403,NVCR,Novocure Ltd,2020-10-29T12:30:00.000Z,BMO,0.05,,,EDT,-14400000.0,EQUITY
1404,ABBV,Abbvie Inc,2020-10-30T12:30:00.000Z,BMO,2.76,,,EDT,-14400000.0,EQUITY
1405,AEMD,Aethlon Medical Inc,2020-10-30T16:15:00.000Z,TAS,,,,EDT,-14400000.0,EQUITY
1406,AIG,American International Group Inc,2020-10-30T12:30:00.000Z,BMO,0.81,,,EDT,-14400000.0,EQUITY
1407,BAH,Booz Allen Hamilton Holding Corp,2020-10-30T12:30:00.000Z,BMO,0.92,,,EDT,-14400000.0,EQUITY
1408,CACC,Credit Acceptance Corp,2020-10-30T20:00:00.000Z,AMC,5.44,,,EDT,-14400000.0,EQUITY
1409,BABA,Alibaba Group Holding Ltd,2020-10-30T12:30:00.000Z,BMO,2.14,,,EDT,-14400000.0,EQUITY
1410,AMAG,AMAG Pharmaceuticals Inc,2020-10-30T12:30:00.000Z,BMO,0.0,,,EDT,-14400000.0,EQUITY
1411,MO,Altria Group Inc,2020-10-30T12:30:00.000Z,BMO,1.14,,,EDT,-14400000.0,EQUITY
1412,ABR,Arbor Realty Trust Inc,2020-10-30T12:30:00.000Z,BMO,0.33,,,EDT,-14400000.0,EQUITY
1413,AXL,American Axle & Manufacturing Holdings Inc,2020-10-30T12:30:00.000Z,BMO,0.07,,,EDT,-14400000.0,EQUITY
1414,ATRI,Atrion Corp,2020-10-30T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
1415,IBP,Installed Building Products Inc,2020-10-30T12:30:00.000Z,BMO,1.15,,,EDT,-14400000.0,EQUITY
1416,ROLL,RBC Bearings Inc,2020-10-30T12:30:00.000Z,BMO,0.88,,,EDT,-14400000.0,EQUITY
1417,BH,Biglari Holdings Inc,2020-10-30T16:02:00.000Z,TAS,,,,EDT,-14400000.0,EQUITY
1418,LBRDK,Liberty Broadband Corp,2020-10-30T20:00:00.000Z,AMC,0.6,,,EDT,-14400000.0,EQUITY
1419,NWL,Newell Brands Inc,2020-10-30T12:30:00.000Z,BMO,0.4,,,EDT,-14400000.0,EQUITY
1420,BGGSQ,Briggs & Stratton Corp,2020-10-30T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
1421,BGG,Briggs & Stratton Corp,2020-10-30T16:30:00.000Z,BMO,,,,,,EQUITY
1422,CIO,City Office REIT Inc,2020-10-30T12:30:00.000Z,BMO,-0.02,,,EDT,-14400000.0,EQUITY
1423,LNG,Cheniere Energy Inc,2020-10-30T12:30:00.000Z,BMO,-0.17,,,EDT,-14400000.0,EQUITY
1424,CNMD,Conmed Corp,2020-10-30T20:00:00.000Z,AMC,0.26,,,EDT,-14400000.0,EQUITY
1425,HMSY,HMS Holdings Corp,2020-10-30T12:30:00.000Z,BMO,0.3,,,EDT,-14400000.0,EQUITY
1426,XOM,Exxon Mobil Corp,2020-10-30T07:30:00.000Z,TAS,-0.04,,,EDT,-14400000.0,EQUITY
1427,CQP,Cheniere Energy Partners LP,2020-10-30T12:30:00.000Z,BMO,0.39,,,EDT,-14400000.0,EQUITY
1428,CL,Colgate-Palmolive Co,2020-10-30T12:30:00.000Z,BMO,-0.08,,,EDT,-14400000.0,EQUITY
1429,POR,Portland General Electric Co,2020-10-30T12:30:00.000Z,BMO,-0.35,,,EDT,-14400000.0,EQUITY
1430,HAE,Haemonetics Corp,2020-10-30T06:00:00.000Z,TAS,0.51,,,EDT,-14400000.0,EQUITY
1431,CBOE,Cboe Global Markets Inc,2020-10-30T12:30:00.000Z,BMO,1.08,,,EDT,-14400000.0,EQUITY
1432,MSEX,Middlesex Water Co,2020-10-30T12:33:00.000Z,TAS,0.7,,,EDT,-14400000.0,EQUITY
1433,WPC,WP Carey Inc,2020-10-30T12:30:00.000Z,BMO,0.46,,,EDT,-14400000.0,EQUITY
1434,CVX,Chevron Corp,2020-10-30T12:30:00.000Z,BMO,-0.07,,,EDT,-14400000.0,EQUITY
1435,DCUE,Dominion Energy Inc,2020-10-30T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
1436,D,Dominion Energy Inc,2020-10-30T16:30:00.000Z,BMO,,,,,,EQUITY
1437,TWIN,Twin Disc Inc,2020-10-30T12:30:00.000Z,BMO,-0.38,,,EDT,-14400000.0,EQUITY
1438,FND,Floor & Decor Holdings Inc,2020-10-30T12:30:00.000Z,BMO,0.38,,,EDT,-14400000.0,EQUITY
1439,HE,Hawaiian Electric Industries Inc,2020-10-30T12:30:00.000Z,BMO,0.51,,,EDT,-14400000.0,EQUITY
1440,SRE,Sempra Energy,2020-10-30T12:30:00.000Z,BMO,1.48,,,EDT,-14400000.0,EQUITY
1441,XENT,Intersect Ent Inc,2020-10-30T12:30:00.000Z,BMO,-0.42,,,EDT,-14400000.0,EQUITY
1442,SNR,New Senior Investment Group Inc,2020-10-30T12:30:00.000Z,BMO,-0.04,,,EDT,-14400000.0,EQUITY
1443,GSHD,Goosehead Insurance Inc,2020-10-30T10:59:00.000Z,TNS,0.13,,,EDT,-14400000.0,EQUITY
1444,RUTH,Ruth's Hospitality Group Inc,2020-10-30T07:00:00.000Z,TAS,-0.22,,,EDT,-14400000.0,EQUITY
1445,HRC,Hill-Rom Holdings Inc,2020-10-30T12:30:00.000Z,BMO,1.09,,,EDT,-14400000.0,EQUITY
1446,MGLN,Magellan Health Inc,2020-10-30T12:30:00.000Z,BMO,-0.1,,,EDT,-14400000.0,EQUITY
1447,OPINI,Office Properties Income Trust,2020-10-30T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
1448,IMGN,ImmunoGen Inc,2020-10-30T12:30:00.000Z,BMO,-0.18,,,EDT,-14400000.0,EQUITY
1449,ITT,ITT Inc,2020-10-30T06:45:00.000Z,TAS,0.68,,,EDT,-14400000.0,EQUITY
1450,MD,MEDNAX Inc,2020-10-30T12:30:00.000Z,BMO,0.44,,,EDT,-14400000.0,EQUITY
1451,LYB,LyondellBasell Industries NV,2020-10-30T12:30:00.000Z,BMO,1.15,,,EDT,-14400000.0,EQUITY
1452,PNM,PNM Resources Inc,2020-10-30T06:30:00.000Z,TAS,1.19,,,EDT,-14400000.0,EQUITY
1453,VICI,VICI Properties Inc,2020-10-30T20:00:00.000Z,AMC,0.34,,,EDT,-14400000.0,EQUITY
1454,MOGA,Moog Inc,2020-10-30T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
1455,OPI,Office Properties Income Trust,2020-10-30T12:30:00.000Z,BMO,-0.08,,,EDT,-14400000.0,EQUITY
1456,SOI,Solaris Oilfield Infrastructure Inc,2020-10-30T08:30:00.000Z,TAS,,,,EDT,-14400000.0,EQUITY
1457,STX,Seagate Technology PLC,2020-10-30T12:30:00.000Z,BMO,0.87,,,EDT,-14400000.0,EQUITY
1458,AQST,Aquestive Therapeutics Inc,2020-11-02T21:00:00.000Z,AMC,-0.44,,,EDT,-14400000.0,EQUITY
1459,RYAM,Rayonier Advanced Materials Inc,2020-11-02T10:59:00.000Z,TNS,-0.19,,,EDT,-14400000.0,EQUITY
1460,RPAI,Retail Properties of America Inc,2020-11-02T21:00:00.000Z,AMC,-0.01,,,EDT,-14400000.0,EQUITY
1461,UAA,Under Armour Inc,2020-11-02T06:55:00.000Z,TAS,0.01,,,EDT,-14400000.0,EQUITY
1462,PAHC,Phibro Animal Health Corp,2020-11-02T10:59:00.000Z,TNS,0.23,,,EDT,-14400000.0,EQUITY
1463,APTS,Preferred Apartment Communities Inc,2020-11-02T10:59:00.000Z,TNS,-0.76,,,EDT,-14400000.0,EQUITY
1464,FCRD,First Eagle Alternative Capital BDC Inc,2020-11-02T21:00:00.000Z,AMC,0.09,,,EDT,-14400000.0,EQUITY
1465,TCRD,First Eagle Alternative Capital BDC Inc,2020-11-02T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
1466,ANH,Anworth Mortgage Asset Corp,2020-11-02T10:59:00.000Z,TNS,0.06,,,EDT,-14400000.0,EQUITY
1467,AWR,American States Water Co,2020-11-02T21:00:00.000Z,AMC,0.72,,,EDT,-14400000.0,EQUITY
1468,MDRX,Allscripts Healthcare Solutions Inc,2020-11-02T10:59:00.000Z,TNS,0.19,,,EDT,-14400000.0,EQUITY
1469,MITT,AG Mortgage Investment Trust Inc,2020-11-02T10:59:00.000Z,TNS,-0.13,,,EDT,-14400000.0,EQUITY
1470,AAN,Aaron's Inc,2020-11-02T10:59:00.000Z,TNS,1.44,,,EDT,-14400000.0,EQUITY
1471,ETH,Ethan Allen Interiors Inc,2020-11-02T10:59:00.000Z,TNS,-0.05,,,EDT,-14400000.0,EQUITY
1472,ARVN,Arvinas Inc,2020-11-02T21:00:00.000Z,AMC,-0.68,,,EDT,-14400000.0,EQUITY
1473,APLE,Apple Hospitality REIT Inc,2020-11-02T10:59:00.000Z,TNS,-0.17,,,EDT,-14400000.0,EQUITY
1474,JKHY,Jack Henry & Associates Inc,2020-11-02T21:00:00.000Z,AMC,1.06,,,EDT,-14400000.0,EQUITY
1475,WTR,Aqua America Inc,2020-11-02T15:59:00.000Z,TNS,,,,,,EQUITY
1476,BKH,Black Hills Corp,2020-11-02T21:00:00.000Z,AMC,0.48,,,EDT,-14400000.0,EQUITY
1477,BWXT,BWX Technologies Inc,2020-11-02T21:00:00.000Z,AMC,0.67,,,EDT,-14400000.0,EQUITY
1478,BKD,Brookdale Senior Living Inc,2020-11-02T10:59:00.000Z,TNS,-0.28,,,EDT,-14400000.0,EQUITY
1479,RBC,Regal Beloit Corp,2020-11-02T13:30:00.000Z,BMO,1.17,,,EDT,-14400000.0,EQUITY
1480,BRKB,Berkshire Hathaway Inc,2020-11-02T18:30:00.000Z,BMO,,,,,,EQUITY
1481,BHFAP,Brighthouse Financial Inc,2020-11-02T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
1482,BSM,Black Stone Minerals LP,2020-11-02T21:00:00.000Z,AMC,0.16,,,EDT,-14400000.0,EQUITY
1483,NBIX,Neurocrine Biosciences Inc,2020-11-02T10:59:00.000Z,TNS,0.26,,,EDT,-14400000.0,EQUITY
1484,BRK-B,Berkshire Hathaway Inc,2020-11-02T13:30:00.000Z,BMO,2.45,,,EDT,-14400000.0,EQUITY
1485,FBM,Foundation Building Materials Inc,2020-11-02T10:59:00.000Z,TNS,0.27,,,EDT,-14400000.0,EQUITY
1486,BEAT,BioTelemetry Inc,2020-11-02T21:00:00.000Z,AMC,0.38,,,EDT,-14400000.0,EQUITY
1487,BHVN,Biohaven Pharmaceutical Holding Company Ltd,2020-11-02T21:00:00.000Z,AMC,-2.8,,,EDT,-14400000.0,EQUITY
1488,BHFAO,Brighthouse Financial Inc,2020-11-02T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
1489,IOVA,Iovance Biotherapeutics Inc,2020-11-02T21:00:00.000Z,AMC,-0.46,,,EDT,-14400000.0,EQUITY
1490,CARG,CarGurus Inc,2020-11-02T21:00:00.000Z,AMC,0.22,,,EDT,-14400000.0,EQUITY
1491,CBT,Cabot Corp,2020-11-02T21:00:00.000Z,AMC,0.48,,,EDT,-14400000.0,EQUITY
1492,CDEV,Centennial Resource Development Inc,2020-11-02T21:00:00.000Z,AMC,-0.21,,,EDT,-14400000.0,EQUITY
1493,LMNX,Luminex Corp,2020-11-02T10:59:00.000Z,TNS,0.2,,,EDT,-14400000.0,EQUITY
1494,O,Realty Income Corp,2020-11-02T10:59:00.000Z,TNS,0.35,,,EDT,-14400000.0,EQUITY
1495,KMPR,Kemper Corp,2020-11-02T10:59:00.000Z,TNS,1.47,,,EDT,-14400000.0,EQUITY
1496,CPE,Callon Petroleum Co,2020-11-02T10:59:00.000Z,TNS,0.08,,,EDT,-14400000.0,EQUITY
1497,TRS,TriMas Corp,2020-11-02T08:00:00.000Z,TAS,0.37,,,EDT,-14400000.0,EQUITY
1498,VAC,Marriott Vacations Worldwide Corp,2020-11-02T10:59:00.000Z,TNS,-0.61,,,EDT,-14400000.0,EQUITY
1499,THC,Tenet Healthcare Corp,2020-11-02T10:59:00.000Z,TNS,0.25,,,EDT,-14400000.0,EQUITY
1500,FICO,Fair Isaac Corp,2020-11-02T10:59:00.000Z,TNS,2.25,,,EDT,-14400000.0,EQUITY
1501,EXTN,Exterran Corp,2020-11-02T10:59:00.000Z,TNS,-0.53,,,EDT,-14400000.0,EQUITY
1502,CDE,Coeur Mining Inc,2020-11-02T10:59:00.000Z,TNS,0.09,,,EDT,-14400000.0,EQUITY
1503,XEC,Cimarex Energy Co,2020-11-02T10:59:00.000Z,TNS,0.25,,,EDT,-14400000.0,EQUITY
1504,OXY,Occidental Petroleum Corp,2020-11-02T21:00:00.000Z,AMC,-0.71,,,EDT,-14400000.0,EQUITY
1505,SPNS,Sapiens International Corporation NV,2020-11-02T06:30:00.000Z,BMO,0.23,,,EDT,-14400000.0,EQUITY
1506,GAINM,Gladstone Investment Corp,2020-11-02T21:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
1507,SBAC,SBA Communications Corp,2020-11-02T21:00:00.000Z,AMC,0.44,,,EDT,-14400000.0,EQUITY
1508,COHU,Cohu Inc,2020-11-02T08:00:00.000Z,TAS,0.19,,,EDT,-14400000.0,EQUITY
1509,CCXI,ChemoCentryx Inc,2020-11-02T21:00:00.000Z,AMC,-0.31,,,EDT,-14400000.0,EQUITY
1510,CHGG,Chegg Inc,2020-11-02T21:00:00.000Z,AMC,0.1,,,EDT,-14400000.0,EQUITY
1511,CNTY,Century Casinos Inc,2020-11-02T13:30:00.000Z,BMO,0.08,,,EDT,-14400000.0,EQUITY
1512,CRNT,Ceragon Networks Ltd,2020-11-02T13:30:00.000Z,BMO,-0.01,,,EDT,-14400000.0,EQUITY
1513,ED,Consolidated Edison Inc,2020-11-02T21:00:00.000Z,AMC,1.52,,,EDT,-14400000.0,EQUITY
1514,OTTR,Otter Tail Corp,2020-11-02T21:00:00.000Z,AMC,0.64,,,EDT,-14400000.0,EQUITY
1515,SLRC,Solar Capital Ltd,2020-11-02T10:59:00.000Z,TNS,0.35,,,EDT,-14400000.0,EQUITY
1516,SYY,Sysco Corp,2020-11-02T13:30:00.000Z,BMO,0.24,,,EDT,-14400000.0,EQUITY
1517,DAC,Danaos Corp,2020-11-02T10:59:00.000Z,TNS,1.5,,,EDT,-14400000.0,EQUITY
1518,CPTA,Capitala Finance Corp,2020-11-02T10:59:00.000Z,TNS,0.07,,,EDT,-14400000.0,EQUITY
1519,NCMI,National Cinemedia Inc,2020-11-02T21:00:00.000Z,AMC,-0.15,,,EDT,-14400000.0,EQUITY
1520,CC,Chemours Co,2020-11-02T10:59:00.000Z,TNS,0.31,,,EDT,-14400000.0,EQUITY
1521,HHC,Howard Hughes Corp,2020-11-02T10:59:00.000Z,TNS,-0.52,,,EDT,-14400000.0,EQUITY
1522,WLFC,Willis Lease Finance Corp,2020-11-02T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
1523,MGY,Magnolia Oil & Gas Corp,2020-11-02T21:00:00.000Z,AMC,0.06,,,EDT,-14400000.0,EQUITY
1524,DOOR,Masonite International Corp,2020-11-02T10:59:00.000Z,TNS,1.58,,,EDT,-14400000.0,EQUITY
1525,PRTA,Prothena Corporation PLC,2020-11-02T21:00:00.000Z,AMC,-0.65,,,EDT,-14400000.0,EQUITY
1526,PXD,Pioneer Natural Resources Co,2020-11-02T10:59:00.000Z,TNS,0.36,,,EDT,-14400000.0,EQUITY
1527,AQUA,Evoqua Water Technologies Corp,2020-11-02T13:30:00.000Z,BMO,0.22,,,EDT,-14400000.0,EQUITY
1528,CLAR,Clarus Corp,2020-11-02T21:00:00.000Z,AMC,0.2,,,EDT,-14400000.0,EQUITY
1529,FE,FirstEnergy Corp,2020-11-02T13:30:00.000Z,BMO,0.76,,,EDT,-14400000.0,EQUITY
1530,PBPB,Potbelly Corp,2020-11-02T10:59:00.000Z,TNS,-0.41,,,EDT,-14400000.0,EQUITY
1531,SUNS,Solar Senior Capital Ltd,2020-11-02T21:00:00.000Z,AMC,0.3,,,EDT,-14400000.0,EQUITY
1532,ITIC,Investors Title Co,2020-11-02T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
1533,LANC,Lancaster Colony Corp,2020-11-02T13:30:00.000Z,BMO,1.58,,,EDT,-14400000.0,EQUITY
1534,MOS,Mosaic Co,2020-11-02T21:00:00.000Z,AMC,0.15,,,EDT,-14400000.0,EQUITY
1535,PRIM,Primoris Services Corp,2020-11-02T13:30:00.000Z,BMO,0.63,,,EDT,-14400000.0,EQUITY
1536,TNDM,Tandem Diabetes Care Inc,2020-11-02T10:59:00.000Z,TNS,-0.1,,,EDT,-14400000.0,EQUITY
1537,KAMN,Kaman Corp,2020-11-02T21:00:00.000Z,AMC,0.49,,,EDT,-14400000.0,EQUITY
1538,DIOD,Diodes Inc,2020-11-02T16:05:00.000Z,TAS,0.58,,,EDT,-14400000.0,EQUITY
1539,DCPH,Deciphera Pharmaceuticals Inc,2020-11-02T10:59:00.000Z,TNS,-1.3,,,EDT,-14400000.0,EQUITY
1540,PLOW,Douglas Dynamics Inc,2020-11-02T10:59:00.000Z,TNS,0.34,,,EDT,-14400000.0,EQUITY
1541,DK,Delek US Holdings Inc,2020-11-02T10:59:00.000Z,TNS,-0.64,,,EDT,-14400000.0,EQUITY
1542,DKL,Delek Logistics Partners LP,2020-11-02T10:59:00.000Z,TNS,1.09,,,EDT,-14400000.0,EQUITY
1543,DSX,Diana Shipping Inc,2020-11-02T06:30:00.000Z,BMO,-0.08,,,EDT,-14400000.0,EQUITY
1544,EVBG,Everbridge Inc,2020-11-02T21:00:00.000Z,AMC,-0.11,,,EDT,-14400000.0,EQUITY
1545,KOS,Kosmos Energy Ltd,2020-11-02T13:30:00.000Z,BMO,-0.17,,,EDT,-14400000.0,EQUITY
1546,SYKE,Sykes Enterprises Inc,2020-11-02T10:59:00.000Z,TNS,0.55,,,EDT,-14400000.0,EQUITY
1547,WTRG,Essential Utilities Inc,2020-11-02T10:59:00.000Z,TNS,0.24,,,EDT,-14400000.0,EQUITY
1548,EARN,Ellington Residential Mortgage REIT,2020-11-02T10:59:00.000Z,TNS,0.28,,,EDT,-14400000.0,EQUITY
1549,ENDP,Endo International PLC,2020-11-02T10:59:00.000Z,TNS,0.11,,,EDT,-14400000.0,EQUITY
1550,IFF,International Flavors & Fragrances Inc,2020-11-02T21:00:00.000Z,AMC,1.45,,,EDT,-14400000.0,EQUITY
1551,HIG,Hartford Financial Services Group Inc,2020-11-02T10:59:00.000Z,TNS,1.0,,,EDT,-14400000.0,EQUITY
1552,FN,Fabrinet,2020-11-02T10:59:00.000Z,TNS,0.98,,,EDT,-14400000.0,EQUITY
1553,FRTA,Forterra Inc,2020-11-02T21:00:00.000Z,AMC,0.46,,,EDT,-14400000.0,EQUITY
1554,MYGN,Myriad Genetics Inc,2020-11-02T10:59:00.000Z,TNS,-0.28,,,EDT,-14400000.0,EQUITY
1555,GRPN,Groupon Inc,2020-11-02T10:59:00.000Z,TNS,-0.86,,,EDT,-14400000.0,EQUITY
1556,HTZ,Hertz Global Holdings Inc,2020-11-02T10:59:00.000Z,TNS,-0.73,,,EDT,-14400000.0,EQUITY
1557,MG,Mistras Group Inc,2020-11-02T10:59:00.000Z,TNS,0.05,,,EDT,-14400000.0,EQUITY
1558,OGS,ONE Gas Inc,2020-11-02T21:00:00.000Z,AMC,0.35,,,EDT,-14400000.0,EQUITY
1559,PLMR,Palomar Holdings Inc,2020-11-02T21:00:00.000Z,AMC,0.5,,,EDT,-14400000.0,EQUITY
1560,SRGA,Surgalign Holdings Inc,2020-11-02T19:30:00.000Z,BMO,-0.17,,,EDT,-14400000.0,EQUITY
1561,HR,Healthcare Realty Trust Inc,2020-11-02T10:59:00.000Z,TNS,0.05,,,EDT,-14400000.0,EQUITY
1562,SHO,Sunstone Hotel Investors Inc,2020-11-02T10:59:00.000Z,TNS,-0.35,,,EDT,-14400000.0,EQUITY
1563,HLIO,Helios Technologies Inc,2020-11-02T21:00:00.000Z,AMC,0.37,,,EDT,-14400000.0,EQUITY
1564,MDR,McDermott International Inc,2020-11-02T15:59:00.000Z,TNS,,,,,,EQUITY
1565,ITRI,Itron Inc,2020-11-02T10:59:00.000Z,TNS,0.25,,,EDT,-14400000.0,EQUITY
1566,KPTI,Karyopharm Therapeutics Inc,2020-11-02T13:30:00.000Z,BMO,-0.7,,,EDT,-14400000.0,EQUITY
1567,OUT,OUTFRONT Media Inc,2020-11-02T10:59:00.000Z,TNS,-0.18,,,EDT,-14400000.0,EQUITY
1568,RNG,RingCentral Inc,2020-11-02T10:59:00.000Z,TNS,0.24,,,EDT,-14400000.0,EQUITY
1569,SHAK,Shake Shack Inc,2020-11-02T10:59:00.000Z,TNS,-0.2,,,EDT,-14400000.0,EQUITY
1570,ILMN,Illumina Inc,2020-11-02T21:00:00.000Z,AMC,0.81,,,EDT,-14400000.0,EQUITY
1571,MRTX,Mirati Therapeutics Inc,2020-11-02T21:00:00.000Z,AMC,-1.98,,,EDT,-14400000.0,EQUITY
1572,SPRO,Spero Therapeutics Inc,2020-11-02T21:00:00.000Z,AMC,-0.89,,,EDT,-14400000.0,EQUITY
1573,MYOK,MyoKardia Inc,2020-11-02T21:00:00.000Z,AMC,-1.47,,,EDT,-14400000.0,EQUITY
1574,NSP,Insperity Inc,2020-11-02T13:30:00.000Z,BMO,0.44,,,EDT,-14400000.0,EQUITY
1575,RMBS,Rambus Inc,2020-11-02T10:59:00.000Z,TNS,0.27,,,EDT,-14400000.0,EQUITY
1576,QTS,QTS Realty Trust Inc,2020-11-02T10:59:00.000Z,TNS,-0.03,,,EDT,-14400000.0,EQUITY
1577,RVNC,Revance Therapeutics Inc,2020-11-02T21:00:00.000Z,AMC,-1.01,,,EDT,-14400000.0,EQUITY
1578,LEG,Leggett & Platt Inc,2020-11-02T21:00:00.000Z,AMC,0.71,,,EDT,-14400000.0,EQUITY
1579,NSTG,NanoString Technologies Inc,2020-11-02T10:59:00.000Z,TNS,-0.61,,,EDT,-14400000.0,EQUITY
1580,VECO,Veeco Instruments Inc,2020-11-02T10:59:00.000Z,TNS,0.21,,,EDT,-14400000.0,EQUITY
1581,PI,Impinj Inc,2020-11-02T10:59:00.000Z,TNS,-0.32,,,EDT,-14400000.0,EQUITY
1582,UBER,Uber Technologies Inc,2020-11-02T21:00:00.000Z,AMC,-0.65,,,EDT,-14400000.0,EQUITY
1583,ONTO,Onto Innovation Inc,2020-11-02T21:00:00.000Z,AMC,0.34,,,EDT,-14400000.0,EQUITY
1584,NTP,Nam Tai Property Inc,2020-11-02T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
1585,SNCR,Synchronoss Technologies Inc,2020-11-02T10:59:00.000Z,TNS,-0.24,,,EDT,-14400000.0,EQUITY
1586,TARO,Taro Pharmaceutical Industries Ltd,2020-11-02T10:59:00.000Z,TNS,0.77,,,EDT,-14400000.0,EQUITY
1587,TRVN,Trevena Inc,2020-11-02T13:30:00.000Z,BMO,-0.04,,,EDT,-14400000.0,EQUITY
1588,SWM,Schweitzer-Mauduit International Inc,2020-11-02T10:59:00.000Z,TNS,0.74,,,EDT,-14400000.0,EQUITY
1589,KMT,Kennametal Inc,2020-11-02T21:00:00.000Z,AMC,0.05,,,EDT,-14400000.0,EQUITY
1590,MAR,Marriott International Inc,2020-11-02T10:59:00.000Z,TNS,-0.06,,,EDT,-14400000.0,EQUITY
