,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
224,PBCTP,People's United Financial Inc,2020-10-15T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
225,WNS,WNS (Holdings) Ltd,2020-10-15T06:00:00.000Z,TAS,0.53,,,EDT,-14400000.0,EQUITY
226,HON,Honeywell International Inc,2020-10-15T12:30:00.000Z,BMO,1.48,,,EDT,-14400000.0,EQUITY
227,TXT,Textron Inc,2020-10-15T12:30:00.000Z,BMO,0.38,,,EDT,-14400000.0,EQUITY
228,PPG,PPG Industries Inc,2020-10-15T12:30:00.000Z,BMO,1.41,,,EDT,-14400000.0,EQUITY
229,ISRG,Intuitive Surgical Inc,2020-10-15T20:00:00.000Z,AMC,2.04,,,EDT,-14400000.0,EQUITY
230,WSO,Watsco Inc,2020-10-15T12:30:00.000Z,BMO,2.41,,,EDT,-14400000.0,EQUITY
231,PZN,Pzena Investment Management Inc,2020-10-15T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
232,SNA,Snap-On Inc,2020-10-15T12:30:00.000Z,BMO,2.17,,,EDT,-14400000.0,EQUITY
233,MRTN,Marten Transport Ltd,2020-10-15T20:00:00.000Z,AMC,0.19,,,EDT,-14400000.0,EQUITY
234,MS,Morgan Stanley,2020-10-15T12:30:00.000Z,BMO,1.13,,,EDT,-14400000.0,EQUITY
235,AXP,American Express Co,2020-10-16T12:30:00.000Z,BMO,1.19,,,EDT,-14400000.0,EQUITY
236,ABCB,Ameris Bancorp,2020-10-16T12:30:00.000Z,BMO,0.88,,,EDT,-14400000.0,EQUITY
237,BCBP,BCB Bancorp Inc,2020-10-16T20:00:00.000Z,AMC,0.11,,,EDT,-14400000.0,EQUITY
238,BLX,Banco Latinoamericano de Comercio Exterior SA,2020-10-16T12:30:00.000Z,BMO,0.37,,,EDT,-14400000.0,EQUITY
239,HONE,HarborOne Bancorp Inc,2020-10-16T08:42:00.000Z,TAS,0.17,,,EDT,-14400000.0,EQUITY
240,BK,Bank of New York Mellon Corp,2020-10-16T12:30:00.000Z,BMO,0.93,,,EDT,-14400000.0,EQUITY
241,BOCH,Bank of Commerce Holdings,2020-10-16T12:30:00.000Z,BMO,0.23,,,EDT,-14400000.0,EQUITY
242,RBCAA,Republic Bancorp Inc,2020-10-16T12:30:00.000Z,BMO,0.41,,,EDT,-14400000.0,EQUITY
243,SXT,Sensient Technologies Corp,2020-10-16T12:30:00.000Z,BMO,0.68,,,EDT,-14400000.0,EQUITY
244,KO,Coca-Cola Co,2020-10-16T12:30:00.000Z,BMO,0.46,,,EDT,-14400000.0,EQUITY
245,CFG,Citizens Financial Group Inc,2020-10-16T12:30:00.000Z,BMO,0.62,,,EDT,-14400000.0,EQUITY
246,CHMG,Chemung Financial Corp,2020-10-16T16:00:00.000Z,TAS,0.67,,,EDT,-14400000.0,EQUITY
247,STT,State Street Corp,2020-10-16T12:30:00.000Z,BMO,1.4,,,EDT,-14400000.0,EQUITY
248,VICR,Vicor Corp,2020-10-16T20:00:00.000Z,AMC,0.08,,,EDT,-14400000.0,EQUITY
249,KSU,Kansas City Southern,2020-10-16T12:30:00.000Z,BMO,1.72,,,EDT,-14400000.0,EQUITY
250,SYF,Synchrony Financial,2020-10-16T12:30:00.000Z,BMO,0.42,,,EDT,-14400000.0,EQUITY
251,MAN,ManpowerGroup Inc,2020-10-16T12:30:00.000Z,BMO,0.62,,,EDT,-14400000.0,EQUITY
252,NVR,NVR Inc,2020-10-16T10:59:00.000Z,TNS,59.76,,,EDT,-14400000.0,EQUITY
253,SIFY,Sify Technologies Ltd,2020-10-16T12:30:00.000Z,BMO,0.01,,,EDT,-14400000.0,EQUITY
254,SLB,Schlumberger NV,2020-10-16T07:00:00.000Z,TAS,0.12,,,EDT,-14400000.0,EQUITY
255,ADC,Agree Realty Corp,2020-10-19T10:59:00.000Z,TNS,0.42,,,EDT,-14400000.0,EQUITY
256,AROW,Arrow Financial Corp,2020-10-19T12:30:00.000Z,BMO,0.56,,,EDT,-14400000.0,EQUITY
257,ACC,American Campus Communities Inc,2020-10-19T10:59:00.000Z,TNS,-0.15,,,EDT,-14400000.0,EQUITY
258,AMTD,TD Ameritrade Holding Corp,2020-10-19T10:59:00.000Z,TNS,0.92,,,EDT,-14400000.0,EQUITY
259,WASH,Washington Trust Bancorp Inc,2020-10-19T10:59:00.000Z,TNS,1.02,,,EDT,-14400000.0,EQUITY
260,IBM,International Business Machines Corp,2020-10-19T20:00:00.000Z,AMC,2.58,,,EDT,-14400000.0,EQUITY
261,ZION,Zions Bancorporation NA,2020-10-19T20:00:00.000Z,AMC,0.8,,,EDT,-14400000.0,EQUITY
262,SFBS,ServisFirst Bancshares Inc,2020-10-19T20:00:00.000Z,AMC,0.71,,,EDT,-14400000.0,EQUITY
263,NWBI,Northwest Bancshares Inc,2020-10-19T12:30:00.000Z,BMO,0.25,,,EDT,-14400000.0,EQUITY
264,ZIONW,Zions Bancorporation NA,2020-10-19T14:59:00.000Z,TNS,,,,,,EQUITY
265,BFIN,BankFinancial Corp,2020-10-19T10:59:00.000Z,TNS,0.13,,,EDT,-14400000.0,EQUITY
266,BXS,Bancorpsouth Bank,2020-10-19T10:59:00.000Z,TNS,0.52,,,EDT,-14400000.0,EQUITY
267,BMRC,Bank of Marin Bancorp,2020-10-19T08:00:00.000Z,TAS,0.52,,,EDT,-14400000.0,EQUITY
268,HOPE,Hope Bancorp Inc,2020-10-19T10:59:00.000Z,TNS,0.2,,,EDT,-14400000.0,EQUITY
269,IBTX,Independent Bank Group Inc,2020-10-19T17:00:00.000Z,TAS,1.07,,,EDT,-14400000.0,EQUITY
270,ONB,Old National Bancorp,2020-10-19T12:30:00.000Z,BMO,0.32,,,EDT,-14400000.0,EQUITY
271,CBU,Community Bank System Inc,2020-10-19T12:30:00.000Z,BMO,0.69,,,EDT,-14400000.0,EQUITY
272,FMAO,Farmers & Merchants Bancorp Inc,2020-10-19T12:30:00.000Z,BMO,0.41,,,EDT,-14400000.0,EQUITY
273,OFG,OFG Bancorp,2020-10-19T12:30:00.000Z,BMO,0.35,,,EDT,-14400000.0,EQUITY
274,RNST,Renasant Corp,2020-10-19T20:00:00.000Z,AMC,0.5,,,EDT,-14400000.0,EQUITY
275,HXL,Hexcel Corp,2020-10-19T20:00:00.000Z,AMC,0.09,,,EDT,-14400000.0,EQUITY
276,CE,Celanese Corp,2020-10-19T10:59:00.000Z,TNS,1.67,,,EDT,-14400000.0,EQUITY
277,HAL,Halliburton Co,2020-10-19T12:30:00.000Z,BMO,0.08,,,EDT,-14400000.0,EQUITY
278,MCS,Marcus Corp,2020-10-19T12:30:00.000Z,BMO,-0.99,,,EDT,-14400000.0,EQUITY
279,PFC,Premier Financial Corp (OHIO),2020-10-19T10:59:00.000Z,TNS,0.6,,,EDT,-14400000.0,EQUITY
280,CDNS,Cadence Design Systems Inc,2020-10-19T10:59:00.000Z,TNS,0.6,,,EDT,-14400000.0,EQUITY
281,EFSC,Enterprise Financial Services Corp,2020-10-19T20:00:00.000Z,AMC,0.91,,,EDT,-14400000.0,EQUITY
282,NUE,Nucor Corp,2020-10-19T12:30:00.000Z,BMO,0.38,,,EDT,-14400000.0,EQUITY
283,LCNB,LCNB Corp,2020-10-19T17:00:00.000Z,TAS,0.37,,,EDT,-14400000.0,EQUITY
284,WSFS,WSFS Financial Corp,2020-10-19T20:00:00.000Z,AMC,0.72,,,EDT,-14400000.0,EQUITY
285,ELS,Equity LifeStyle Properties Inc,2020-10-19T16:16:00.000Z,TAS,0.29,,,EDT,-14400000.0,EQUITY
286,HLX,Helix Energy Solutions Group Inc,2020-10-19T20:00:00.000Z,AMC,0.0,,,EDT,-14400000.0,EQUITY
287,PETS,Petmed Express Inc,2020-10-19T08:00:00.000Z,TAS,0.4,,,EDT,-14400000.0,EQUITY
288,HSTM,HealthStream Inc,2020-10-19T20:00:00.000Z,AMC,0.04,,,EDT,-14400000.0,EQUITY
289,HMST,HomeStreet Inc,2020-10-19T10:59:00.000Z,TNS,0.8,,,EDT,-14400000.0,EQUITY
290,SCHN,Schnitzer Steel Industries Inc,2020-10-19T08:00:00.000Z,TAS,0.11,,,EDT,-14400000.0,EQUITY
291,LII,Lennox International Inc,2020-10-19T13:30:00.000Z,BMO,3.02,,,EDT,-14400000.0,EQUITY
292,MANH,Manhattan Associates Inc,2020-10-20T20:00:00.000Z,AMC,0.39,,,EDT,-14400000.0,EQUITY
293,AVNT,Avient Corp,2020-10-20T12:30:00.000Z,BMO,0.35,,,EDT,-14400000.0,EQUITY
294,ABG,Asbury Automotive Group Inc,2020-10-20T12:30:00.000Z,BMO,3.0,,,EDT,-14400000.0,EQUITY
295,POL,Avient Corp,2020-10-20T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
296,JBLU,JetBlue Airways Corp,2020-10-20T12:30:00.000Z,BMO,-2.07,,,EDT,-14400000.0,EQUITY
297,AGR,Avangrid Inc,2020-10-20T20:00:00.000Z,AMC,0.43,,,EDT,-14400000.0,EQUITY
298,NBHC,National Bank Holdings Corp,2020-10-20T10:59:00.000Z,TNS,0.58,,,EDT,-14400000.0,EQUITY
299,PPBI,Pacific Premier Bancorp Inc,2020-10-20T12:30:00.000Z,BMO,0.52,,,EDT,-14400000.0,EQUITY
300,FMBIP,First Midwest Bancorp Inc,2020-10-20T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
301,CBSH,Commerce Bancshares Inc,2020-10-20T06:00:00.000Z,TAS,0.7,,,EDT,-14400000.0,EQUITY
302,BYD,Boyd Gaming Corp,2020-10-20T10:59:00.000Z,TNS,0.23,,,EDT,-14400000.0,EQUITY
303,BIIB,Biogen Inc,2020-10-20T12:30:00.000Z,BMO,8.22,,,EDT,-14400000.0,EQUITY
304,CBNK,Capital Bancorp Inc,2020-10-20T12:30:00.000Z,BMO,0.3,,,EDT,-14400000.0,EQUITY
305,EBSB,Meridian Bancorp Inc (MARYLAND),2020-10-20T20:00:00.000Z,AMC,0.27,,,EDT,-14400000.0,EQUITY
306,WRB,W. R. Berkley Corp,2020-10-20T10:59:00.000Z,TNS,0.77,,,EDT,-14400000.0,EQUITY
307,FBP,First Bancorp,2020-10-20T12:30:00.000Z,BMO,0.15,,,EDT,-14400000.0,EQUITY
308,PSB,PS Business Parks Inc,2020-10-20T20:00:00.000Z,AMC,0.8,,,EDT,-14400000.0,EQUITY
309,UCBIO,United Community Banks Inc,2020-10-20T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
310,BUSE,First Busey Corp,2020-10-20T20:00:00.000Z,AMC,0.4,,,EDT,-14400000.0,EQUITY
311,FBC,Flagstar Bancorp Inc,2020-10-20T12:30:00.000Z,BMO,2.13,,,EDT,-14400000.0,EQUITY
312,WNEB,Western New England Bancorp Inc,2020-10-20T20:00:00.000Z,AMC,0.1,,,EDT,-14400000.0,EQUITY
313,UCBI,United Community Banks Inc,2020-10-20T14:59:00.000Z,TNS,,,,,,EQUITY
314,SALT,Scorpio Bulkers Inc,2020-10-20T10:59:00.000Z,TNS,-1.03,,,EDT,-14400000.0,EQUITY
315,FMBI,First Midwest Bancorp Inc,2020-10-20T14:59:00.000Z,TNS,,,,,,EQUITY
316,MBWM,Mercantile Bank Corp,2020-10-20T12:30:00.000Z,BMO,0.48,,,EDT,-14400000.0,EQUITY
317,PEBO,Peoples Bancorp Inc,2020-10-20T12:30:00.000Z,BMO,0.48,,,EDT,-14400000.0,EQUITY
318,UTX,Raytheon Technologies Corp,2020-10-20T16:30:00.000Z,BMO,,,,,,EQUITY
319,LMT,Lockheed Martin Corp,2020-10-20T12:30:00.000Z,BMO,6.08,,,EDT,-14400000.0,EQUITY
320,MTG,MGIC Investment Corp,2020-10-20T12:30:00.000Z,BMO,0.28,,,EDT,-14400000.0,EQUITY
321,CSL,Carlisle Companies Inc,2020-10-20T10:59:00.000Z,TNS,1.68,,,EDT,-14400000.0,EQUITY
322,RF,Regions Financial Corp,2020-10-20T12:30:00.000Z,BMO,0.3,,,EDT,-14400000.0,EQUITY
323,STC,Stewart Information Services Corp,2020-10-20T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
324,SIX,Six Flags Entertainment Corp,2020-10-20T10:59:00.000Z,TNS,-0.85,,,EDT,-14400000.0,EQUITY
325,CSGP,CoStar Group Inc,2020-10-20T10:59:00.000Z,TNS,2.08,,,EDT,-14400000.0,EQUITY
326,PG,Procter & Gamble Co,2020-10-20T12:30:00.000Z,BMO,1.41,,,EDT,-14400000.0,EQUITY
327,IRBT,iRobot Corp,2020-10-20T20:00:00.000Z,AMC,0.93,,,EDT,-14400000.0,EQUITY
328,WBS,Webster Financial Corp,2020-10-20T12:30:00.000Z,BMO,0.65,,,EDT,-14400000.0,EQUITY
329,MCD,Mcdonald's Corp,2020-10-20T12:30:00.000Z,BMO,1.8,,,EDT,-14400000.0,EQUITY
330,TRV,Travelers Companies Inc,2020-10-20T12:30:00.000Z,BMO,3.31,,,EDT,-14400000.0,EQUITY
331,GPK,Graphic Packaging Holding Co,2020-10-20T12:30:00.000Z,BMO,0.22,,,EDT,-14400000.0,EQUITY
332,PFIS,Peoples Financial Services Corp,2020-10-20T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
333,RTX,Raytheon Technologies Corp,2020-10-20T12:30:00.000Z,BMO,0.5,,,EDT,-14400000.0,EQUITY
334,SFNC,Simmons First National Corp,2020-10-20T12:30:00.000Z,BMO,0.41,,,EDT,-14400000.0,EQUITY
335,CIT,CIT Group Inc,2020-10-20T06:30:00.000Z,TAS,0.1,,,EDT,-14400000.0,EQUITY
336,SNV,Synovus Financial Corp,2020-10-20T12:30:00.000Z,BMO,0.45,,,EDT,-14400000.0,EQUITY
337,CMA,Comerica Inc,2020-10-20T12:30:00.000Z,BMO,0.76,,,EDT,-14400000.0,EQUITY
338,MTH,Meritage Homes Corp,2020-10-20T10:59:00.000Z,TNS,2.34,,,EDT,-14400000.0,EQUITY
339,NAVI,Navient Corp,2020-10-20T20:00:00.000Z,AMC,0.78,,,EDT,-14400000.0,EQUITY
340,CALX,Calix Inc,2020-10-20T17:00:00.000Z,TAS,0.2,,,EDT,-14400000.0,EQUITY
341,FULT,Fulton Financial Corp,2020-10-20T10:59:00.000Z,TNS,0.11,,,EDT,-14400000.0,EQUITY
342,IPG,Interpublic Group of Companies Inc,2020-10-20T12:30:00.000Z,BMO,0.32,,,EDT,-14400000.0,EQUITY
343,TRMK,Trustmark Corp,2020-10-20T20:00:00.000Z,AMC,0.51,,,EDT,-14400000.0,EQUITY
344,GATX,GATX Corp,2020-10-20T12:30:00.000Z,BMO,0.95,,,EDT,-14400000.0,EQUITY
345,TCFC,Community Financial Corp(Maryland),2020-10-20T12:30:00.000Z,BMO,0.61,,,EDT,-14400000.0,EQUITY
346,CHCO,City Holding Co,2020-10-20T12:30:00.000Z,BMO,0.87,,,EDT,-14400000.0,EQUITY
347,HAFC,Hanmi Financial Corp,2020-10-20T10:59:00.000Z,TNS,0.28,,,EDT,-14400000.0,EQUITY
348,DGX,Quest Diagnostics Inc,2020-10-20T12:30:00.000Z,BMO,3.61,,,EDT,-14400000.0,EQUITY
349,HOG,Harley-Davidson Inc,2020-10-20T12:30:00.000Z,BMO,0.28,,,EDT,-14400000.0,EQUITY
350,DFS,Discover Financial Services,2020-10-20T20:00:00.000Z,AMC,1.16,,,EDT,-14400000.0,EQUITY
351,EDU,New Oriental Education & Technology Group Inc,2020-10-20T12:30:00.000Z,BMO,1.03,,,EDT,-14400000.0,EQUITY
352,NEP,Nextera Energy Partners LP,2020-10-20T12:30:00.000Z,BMO,0.4,,,EDT,-14400000.0,EQUITY
353,NEE,Nextera Energy Inc,2020-10-20T12:30:00.000Z,BMO,2.6,,,EDT,-14400000.0,EQUITY
354,EEFT,Euronet Worldwide Inc,2020-10-20T20:00:00.000Z,AMC,0.53,,,EDT,-14400000.0,EQUITY
355,HCSG,Healthcare Services Group Inc,2020-10-20T20:00:00.000Z,AMC,0.27,,,EDT,-14400000.0,EQUITY
356,HA,Hawaiian Holdings Inc,2020-10-20T10:59:00.000Z,TNS,-3.37,,,EDT,-14400000.0,EQUITY
357,HAS,Hasbro Inc,2020-10-20T12:30:00.000Z,BMO,1.56,,,EDT,-14400000.0,EQUITY
358,USNA,USANA Health Sciences Inc,2020-10-20T20:00:00.000Z,AMC,1.25,,,EDT,-14400000.0,EQUITY
359,PHM,Pultegroup Inc,2020-10-20T12:30:00.000Z,BMO,1.1,,,EDT,-14400000.0,EQUITY
360,SNAP,Snap Inc,2020-10-20T10:59:00.000Z,TNS,-0.05,,,EDT,-14400000.0,EQUITY
361,MLI,Mueller Industries Inc,2020-10-20T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
362,NFLX,Netflix Inc,2020-10-20T23:00:00.000Z,AMC,2.12,,,EDT,-14400000.0,EQUITY
363,PCAR,Paccar Inc,2020-10-20T12:30:00.000Z,BMO,0.92,,,EDT,-14400000.0,EQUITY
364,TXN,Texas Instruments Inc,2020-10-20T10:59:00.000Z,TNS,1.26,,,EDT,-14400000.0,EQUITY
365,PM,Philip Morris International Inc,2020-10-20T12:30:00.000Z,BMO,1.33,,,EDT,-14400000.0,EQUITY
366,MPWR,Monolithic Power Systems Inc,2020-10-20T10:59:00.000Z,TNS,1.64,,,EDT,-14400000.0,EQUITY
367,PII,Polaris Inc,2020-10-20T12:30:00.000Z,BMO,2.16,,,EDT,-14400000.0,EQUITY
368,TER,Teradyne Inc,2020-10-20T17:00:00.000Z,TAS,1.12,,,EDT,-14400000.0,EQUITY
369,UPS,United Parcel Service Inc,2020-10-20T12:30:00.000Z,BMO,1.81,,,EDT,-14400000.0,EQUITY
370,SKX,Skechers USA Inc,2020-10-20T20:00:00.000Z,AMC,0.43,,,EDT,-14400000.0,EQUITY
371,LRN,K12 Inc,2020-10-20T10:59:00.000Z,TNS,-0.31,,,EDT,-14400000.0,EQUITY
372,TRU,TransUnion,2020-10-20T12:30:00.000Z,BMO,0.75,,,EDT,-14400000.0,EQUITY
373,ALKS,Alkermes Plc,2020-10-21T12:30:00.000Z,BMO,-0.01,,,EDT,-14400000.0,EQUITY
374,AMP,Ameriprise Financial Inc,2020-10-21T10:59:00.000Z,TNS,4.12,,,EDT,-14400000.0,EQUITY
375,ARI,Apollo Commercial Real Estate Finance Inc,2020-10-21T10:59:00.000Z,TNS,0.3,,,EDT,-14400000.0,EQUITY
376,ASGN,ASGN Inc,2020-10-21T10:59:00.000Z,TNS,1.11,,,EDT,-14400000.0,EQUITY
377,AVY,Avery Dennison Corp,2020-10-21T06:45:00.000Z,TAS,1.46,,,EDT,-14400000.0,EQUITY
378,PKG,Packaging Corp of America,2020-10-21T20:00:00.000Z,AMC,1.39,,,EDT,-14400000.0,EQUITY
379,ATNI,ATN International Inc,2020-10-21T20:00:00.000Z,AMC,0.06,,,EDT,-14400000.0,EQUITY
380,ACOR,Acorda Therapeutics Inc,2020-10-21T10:59:00.000Z,TNS,-0.31,,,EDT,-14400000.0,EQUITY
381,AKR,Acadia Realty Trust,2020-10-21T10:59:00.000Z,TNS,0.01,,,EDT,-14400000.0,EQUITY
382,ARR,ARMOUR Residential REIT Inc,2020-10-21T10:59:00.000Z,TNS,0.33,,,EDT,-14400000.0,EQUITY
383,GAM,General American Investors Co Inc,2020-10-21T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
384,APH,Amphenol Corp,2020-10-21T12:30:00.000Z,BMO,0.86,,,EDT,-14400000.0,EQUITY
385,ORLY,O'Reilly Automotive Inc,2020-10-21T10:59:00.000Z,TNS,6.1,,,EDT,-14400000.0,EQUITY
386,KALU,Kaiser Aluminum Corp,2020-10-21T10:59:00.000Z,TNS,0.24,,,EDT,-14400000.0,EQUITY
387,ALXN,Alexion Pharmaceuticals Inc,2020-10-21T12:30:00.000Z,BMO,2.47,,,EDT,-14400000.0,EQUITY
388,ALGN,Align Technology Inc,2020-10-21T10:59:00.000Z,TNS,0.54,,,EDT,-14400000.0,EQUITY
389,SAVE,Spirit Airlines Inc,2020-10-21T10:59:00.000Z,TNS,-2.62,,,EDT,-14400000.0,EQUITY
390,ISBC,Investors Bancorp Inc,2020-10-21T10:59:00.000Z,TNS,0.2,,,EDT,-14400000.0,EQUITY
391,BANC,Banc of California Inc,2020-10-21T12:30:00.000Z,BMO,0.15,,,EDT,-14400000.0,EQUITY
392,SYBT,Stock Yards Bancorp Inc,2020-10-21T12:30:00.000Z,BMO,0.6,,,EDT,-14400000.0,EQUITY
393,TRST,TrustCo Bank Corp N Y,2020-10-21T20:00:00.000Z,AMC,0.12,,,EDT,-14400000.0,EQUITY
394,PFBI,Premier Financial Bancorp Inc,2020-10-21T12:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
395,BCO,Brinks Co,2020-10-21T12:30:00.000Z,BMO,0.46,,,EDT,-14400000.0,EQUITY
396,FBHS,Fortune Brands Home & Security Inc,2020-10-21T10:59:00.000Z,TNS,1.03,,,EDT,-14400000.0,EQUITY
397,CUBI,Customers Bancorp Inc,2020-10-21T10:59:00.000Z,TNS,1.18,,,EDT,-14400000.0,EQUITY
398,BMRN,Biomarin Pharmaceutical Inc,2020-10-21T10:59:00.000Z,TNS,1.33,,,EDT,-14400000.0,EQUITY
399,BRKL,Brookline Bancorp Inc,2020-10-21T10:59:00.000Z,TNS,0.22,,,EDT,-14400000.0,EQUITY
400,ESSA,ESSA Bancorp Inc,2020-10-21T20:00:00.000Z,AMC,0.33,,,EDT,-14400000.0,EQUITY
401,OSBC,Old Second Bancorp Inc,2020-10-21T20:00:00.000Z,AMC,0.23,,,EDT,-14400000.0,EQUITY
402,LOB,Live Oak Bancshares Inc,2020-10-21T20:00:00.000Z,AMC,0.29,,,EDT,-14400000.0,EQUITY
403,BSX,Boston Scientific Corp,2020-10-21T12:30:00.000Z,BMO,0.0,,,EDT,-14400000.0,EQUITY
404,BX,Blackstone Group Inc,2020-10-21T12:30:00.000Z,BMO,0.49,,,EDT,-14400000.0,EQUITY
405,FBNC,First Bancorp (North Carolina),2020-10-21T20:00:00.000Z,AMC,0.41,,,EDT,-14400000.0,EQUITY
406,FIBK,First Interstate BancSystem Inc,2020-10-21T10:59:00.000Z,TNS,0.68,,,EDT,-14400000.0,EQUITY
407,FNLC,First Bancorp Inc,2020-10-21T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
408,STL,Sterling Bancorp,2020-10-21T20:00:00.000Z,AMC,0.38,,,EDT,-14400000.0,EQUITY
409,BCOV,Brightcove Inc,2020-10-21T10:59:00.000Z,TNS,-0.02,,,EDT,-14400000.0,EQUITY
410,GWB,Great Western Bancorp Inc,2020-10-21T12:30:00.000Z,BMO,0.37,,,EDT,-14400000.0,EQUITY
411,BKU,BankUnited Inc,2020-10-21T12:30:00.000Z,BMO,0.64,,,EDT,-14400000.0,EQUITY
412,BDN,Brandywine Realty Trust,2020-10-21T20:00:00.000Z,AMC,0.06,,,EDT,-14400000.0,EQUITY
413,PKBK,Parke Bancorp Inc,2020-10-21T20:00:00.000Z,AMC,,,,EDT,-14400000.0,EQUITY
414,BANR,Banner Corp,2020-10-21T10:59:00.000Z,TNS,0.79,,,EDT,-14400000.0,EQUITY
415,HBNC,Horizon Bancorp Inc,2020-10-21T12:30:00.000Z,BMO,0.36,,,EDT,-14400000.0,EQUITY
416,BOKFL,BOK Financial Corp,2020-10-21T13:30:00.000Z,BMO,,,,EDT,-14400000.0,EQUITY
417,BXMT,Blackstone Mortgage Trust Inc,2020-10-21T20:00:00.000Z,AMC,0.59,,,EDT,-14400000.0,EQUITY
418,FMNB,Farmers National Banc Corp,2020-10-21T12:30:00.000Z,BMO,0.32,,,EDT,-14400000.0,EQUITY
419,PB,Prosperity Bancshares Inc,2020-10-21T12:30:00.000Z,BMO,1.28,,,EDT,-14400000.0,EQUITY
420,BA,Boeing Co,2020-10-21T12:30:00.000Z,BMO,-2.22,,,EDT,-14400000.0,EQUITY
421,KRC,Kilroy Realty Corp,2020-10-21T20:00:00.000Z,AMC,0.38,,,EDT,-14400000.0,EQUITY
422,LVS,Las Vegas Sands Corp,2020-10-21T10:59:00.000Z,TNS,-0.54,,,EDT,-14400000.0,EQUITY
423,ISTR,Investar Holding Corp,2020-10-21T10:59:00.000Z,TNS,0.29,,,EDT,-14400000.0,EQUITY
424,SLMBP,SLM Corp,2020-10-21T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
425,SMED,Sharps Compliance Corp,2020-10-21T12:30:00.000Z,BMO,0.05,,,EDT,-14400000.0,EQUITY
426,WHR,Whirlpool Corp,2020-10-21T20:00:00.000Z,AMC,3.71,,,EDT,-14400000.0,EQUITY
427,PCSB,PCSB Financial Corp,2020-10-21T08:30:00.000Z,TAS,0.09,,,EDT,-14400000.0,EQUITY
428,SCL,Stepan Co,2020-10-21T12:30:00.000Z,BMO,1.39,,,EDT,-14400000.0,EQUITY
429,CVBF,CVB Financial Corp,2020-10-21T10:59:00.000Z,TNS,0.33,,,EDT,-14400000.0,EQUITY
430,RRC,Range Resources Corp,2020-10-21T10:59:00.000Z,TNS,-0.02,,,EDT,-14400000.0,EQUITY
431,SCCO,Southern Copper Corp,2020-10-21T20:00:00.000Z,AMC,0.43,,,EDT,-14400000.0,EQUITY
432,SEIC,SEI Investments Co,2020-10-21T20:00:00.000Z,AMC,0.78,,,EDT,-14400000.0,EQUITY
433,MX,MagnaChip Semiconductor Corp,2020-10-21T10:59:00.000Z,TNS,0.07,,,EDT,-14400000.0,EQUITY
434,PLXS,Plexus Corp,2020-10-21T20:00:00.000Z,AMC,1.11,,,EDT,-14400000.0,EQUITY
435,NWFL,Norwood Financial Corp,2020-10-21T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
436,CMRE,Costamare Inc,2020-10-21T10:59:00.000Z,TNS,0.2,,,EDT,-14400000.0,EQUITY
437,EW,Edwards Lifesciences Corp,2020-10-21T20:00:00.000Z,AMC,0.44,,,EDT,-14400000.0,EQUITY
438,CLF,Cleveland-Cliffs Inc,2020-10-21T12:30:00.000Z,BMO,-0.16,,,EDT,-14400000.0,EQUITY
439,CVI,CVR Energy Inc,2020-10-21T10:59:00.000Z,TNS,-0.46,,,EDT,-14400000.0,EQUITY
440,UAN,CVR Partners LP,2020-10-21T10:59:00.000Z,TNS,-0.3,,,EDT,-14400000.0,EQUITY
441,UNF,UniFirst Corp,2020-10-21T12:30:00.000Z,BMO,1.59,,,EDT,-14400000.0,EQUITY
442,CPF,Central Pacific Financial Corp,2020-10-21T12:30:00.000Z,BMO,0.34,,,EDT,-14400000.0,EQUITY
443,CUZ,Cousins Properties Inc,2020-10-21T10:59:00.000Z,TNS,0.13,,,EDT,-14400000.0,EQUITY
444,GTY,Getty Realty Corp,2020-10-21T10:59:00.000Z,TNS,0.27,,,EDT,-14400000.0,EQUITY
445,NEU,NewMarket Corp,2020-10-21T10:59:00.000Z,TNS,,,,EDT,-14400000.0,EQUITY
446,NWE,NorthWestern Corp,2020-10-21T20:00:00.000Z,AMC,0.63,,,EDT,-14400000.0,EQUITY
447,NSC,Norfolk Southern Corp,2020-10-21T12:30:00.000Z,BMO,2.21,,,EDT,-14400000.0,EQUITY
448,LRCX,Lam Research Corp,2020-10-21T10:59:00.000Z,TNS,5.19,,,EDT,-14400000.0,EQUITY
449,VZ,Verizon Communications Inc,2020-10-21T12:30:00.000Z,BMO,1.21,,,EDT,-14400000.0,EQUITY
450,CMO,Capstead Mortgage Corp,2020-10-21T10:59:00.000Z,TNS,0.18,,,EDT,-14400000.0,EQUITY
